Date,Ticker,Close
2024-01-02,SPY_SAMPLE,476.76
2024-01-03,SPY_SAMPLE,471.5
2024-01-04,SPY_SAMPLE,475.58
2024-01-05,SPY_SAMPLE,480.69
2024-01-08,SPY_SAMPLE,470.65
2024-01-09,SPY_SAMPLE,464.12
2024-01-10,SPY_SAMPLE,464.94
2024-01-11,SPY_SAMPLE,463.48
2024-01-12,SPY_SAMPLE,463.56
2024-01-15,SPY_SAMPLE,459.39
2024-01-16,SPY_SAMPLE,464.02
2024-01-17,SPY_SAMPLE,468.17
2024-01-18,SPY_SAMPLE,468.67
2024-01-19,SPY_SAMPLE,474.69
2024-01-22,SPY_SAMPLE,477.3
2024-01-23,SPY_SAMPLE,472.98
2024-01-24,SPY_SAMPLE,475.07
2024-01-25,SPY_SAMPLE,470.25
2024-01-26,SPY_SAMPLE,474.98
2024-01-29,SPY_SAMPLE,474.88
2024-01-30,SPY_SAMPLE,474.08
2024-01-31,SPY_SAMPLE,470.71
2024-02-01,SPY_SAMPLE,477.25
2024-02-02,SPY_SAMPLE,476.61
2024-02-05,SPY_SAMPLE,474.53
2024-02-06,SPY_SAMPLE,472.86
2024-02-07,SPY_SAMPLE,475.81
2024-02-08,SPY_SAMPLE,477.89
2024-02-09,SPY_SAMPLE,480.23
2024-02-12,SPY_SAMPLE,482.68
2024-02-13,SPY_SAMPLE,494.36
2024-02-14,SPY_SAMPLE,492.33
2024-02-15,SPY_SAMPLE,489.74
2024-02-16,SPY_SAMPLE,485.54
2024-02-19,SPY_SAMPLE,489.01
2024-02-20,SPY_SAMPLE,495.3
2024-02-21,SPY_SAMPLE,494.85
2024-02-22,SPY_SAMPLE,490.47
2024-02-23,SPY_SAMPLE,486.21
2024-02-26,SPY_SAMPLE,489.88
2024-02-27,SPY_SAMPLE,494.07
2024-02-28,SPY_SAMPLE,497.2
2024-02-29,SPY_SAMPLE,493.75
2024-03-01,SPY_SAMPLE,495.19
2024-03-04,SPY_SAMPLE,496.0
2024-03-05,SPY_SAMPLE,497.37
2024-03-06,SPY_SAMPLE,502.33
2024-03-07,SPY_SAMPLE,503.74
2024-03-08,SPY_SAMPLE,507.7
2024-03-11,SPY_SAMPLE,508.25
2024-03-12,SPY_SAMPLE,510.05
2024-03-13,SPY_SAMPLE,513.79
2024-03-14,SPY_SAMPLE,505.79
2024-03-15,SPY_SAMPLE,504.19
2024-03-18,SPY_SAMPLE,501.77
2024-03-19,SPY_SAMPLE,498.43
2024-03-20,SPY_SAMPLE,497.1
2024-03-21,SPY_SAMPLE,505.51
2024-03-22,SPY_SAMPLE,500.9
2024-03-25,SPY_SAMPLE,506.44
2024-03-26,SPY_SAMPLE,497.32
2024-03-27,SPY_SAMPLE,495.67
2024-03-28,SPY_SAMPLE,496.73
2024-03-29,SPY_SAMPLE,500.12
2024-04-01,SPY_SAMPLE,504.22
2024-04-02,SPY_SAMPLE,508.82
2024-04-03,SPY_SAMPLE,507.05
2024-04-04,SPY_SAMPLE,504.66
2024-04-05,SPY_SAMPLE,509.62
2024-04-08,SPY_SAMPLE,508.73
2024-04-09,SPY_SAMPLE,501.81
2024-04-10,SPY_SAMPLE,495.77
2024-04-11,SPY_SAMPLE,490.95
2024-04-12,SPY_SAMPLE,493.82
2024-04-15,SPY_SAMPLE,494.76
2024-04-16,SPY_SAMPLE,498.71
2024-04-17,SPY_SAMPLE,496.55
2024-04-18,SPY_SAMPLE,497.59
2024-04-19,SPY_SAMPLE,501.2
2024-04-22,SPY_SAMPLE,499.67
2024-04-23,SPY_SAMPLE,502.36
2024-04-24,SPY_SAMPLE,498.89
2024-04-25,SPY_SAMPLE,497.08
2024-04-26,SPY_SAMPLE,495.17
2024-04-29,SPY_SAMPLE,488.87
2024-04-30,SPY_SAMPLE,491.67
2024-05-01,SPY_SAMPLE,489.31
2024-05-02,SPY_SAMPLE,489.55
2024-05-03,SPY_SAMPLE,492.31
2024-05-06,SPY_SAMPLE,494.91
2024-05-07,SPY_SAMPLE,498.72
2024-05-08,SPY_SAMPLE,498.35
2024-05-09,SPY_SAMPLE,496.21
2024-05-10,SPY_SAMPLE,495.95
2024-05-13,SPY_SAMPLE,487.0
2024-05-14,SPY_SAMPLE,479.48
2024-05-15,SPY_SAMPLE,472.72
2024-05-16,SPY_SAMPLE,467.73
2024-05-17,SPY_SAMPLE,469.95
2024-05-20,SPY_SAMPLE,465.46
2024-05-21,SPY_SAMPLE,463.69
2024-05-22,SPY_SAMPLE,470.53
2024-05-23,SPY_SAMPLE,468.85
2024-05-24,SPY_SAMPLE,472.83
2024-05-27,SPY_SAMPLE,468.17
2024-05-28,SPY_SAMPLE,467.27
2024-05-29,SPY_SAMPLE,462.58
2024-05-30,SPY_SAMPLE,461.02
2024-05-31,SPY_SAMPLE,465.46
2024-06-03,SPY_SAMPLE,456.86
2024-06-04,SPY_SAMPLE,459.21
2024-06-05,SPY_SAMPLE,460.57
2024-06-06,SPY_SAMPLE,457.73
2024-06-07,SPY_SAMPLE,450.67
2024-06-10,SPY_SAMPLE,451.18
2024-06-11,SPY_SAMPLE,448.72
2024-06-12,SPY_SAMPLE,450.03
2024-06-13,SPY_SAMPLE,450.29
2024-06-14,SPY_SAMPLE,458.46
2024-06-17,SPY_SAMPLE,457.41
2024-06-18,SPY_SAMPLE,452.45
2024-06-19,SPY_SAMPLE,453.5
2024-06-20,SPY_SAMPLE,454.76
2024-06-21,SPY_SAMPLE,461.77
2024-06-24,SPY_SAMPLE,466.2
2024-06-25,SPY_SAMPLE,468.19
2024-06-26,SPY_SAMPLE,475.96
2024-06-27,SPY_SAMPLE,469.94
2024-06-28,SPY_SAMPLE,466.81
2024-07-01,SPY_SAMPLE,462.23
2024-07-02,SPY_SAMPLE,460.42
2024-07-03,SPY_SAMPLE,453.66
2024-07-04,SPY_SAMPLE,457.0
2024-07-05,SPY_SAMPLE,456.04
2024-07-08,SPY_SAMPLE,448.88
2024-07-09,SPY_SAMPLE,444.05
2024-07-10,SPY_SAMPLE,445.74
2024-07-11,SPY_SAMPLE,450.02
2024-07-12,SPY_SAMPLE,460.18
2024-07-15,SPY_SAMPLE,475.33
2024-07-16,SPY_SAMPLE,477.67
2024-07-17,SPY_SAMPLE,472.67
2024-07-18,SPY_SAMPLE,461.87
2024-07-19,SPY_SAMPLE,463.4
2024-07-22,SPY_SAMPLE,459.43
2024-07-23,SPY_SAMPLE,457.5
2024-07-24,SPY_SAMPLE,454.59
2024-07-25,SPY_SAMPLE,454.04
2024-07-26,SPY_SAMPLE,459.56
2024-07-29,SPY_SAMPLE,460.51
2024-07-30,SPY_SAMPLE,459.87
2024-07-31,SPY_SAMPLE,454.82
2024-08-01,SPY_SAMPLE,446.68
2024-08-02,SPY_SAMPLE,444.45
2024-08-05,SPY_SAMPLE,444.34
2024-08-06,SPY_SAMPLE,453.23
2024-08-07,SPY_SAMPLE,454.03
2024-08-08,SPY_SAMPLE,459.13
2024-08-09,SPY_SAMPLE,456.77
2024-08-12,SPY_SAMPLE,451.02
2024-08-13,SPY_SAMPLE,446.41
2024-08-14,SPY_SAMPLE,443.02
2024-08-15,SPY_SAMPLE,453.67
2024-08-16,SPY_SAMPLE,449.75
2024-08-19,SPY_SAMPLE,454.08
2024-08-20,SPY_SAMPLE,449.75
2024-08-21,SPY_SAMPLE,454.54
2024-08-22,SPY_SAMPLE,456.63
2024-08-23,SPY_SAMPLE,456.0
2024-08-26,SPY_SAMPLE,455.95
2024-08-27,SPY_SAMPLE,452.84
2024-08-28,SPY_SAMPLE,455.23
2024-08-29,SPY_SAMPLE,453.11
2024-08-30,SPY_SAMPLE,447.2
2024-09-02,SPY_SAMPLE,441.11
2024-09-03,SPY_SAMPLE,442.11
2024-09-04,SPY_SAMPLE,450.01
2024-09-05,SPY_SAMPLE,450.96
2024-09-06,SPY_SAMPLE,450.53
2024-09-09,SPY_SAMPLE,452.11
2024-09-10,SPY_SAMPLE,458.81
2024-09-11,SPY_SAMPLE,460.08
2024-09-12,SPY_SAMPLE,458.16
2024-09-13,SPY_SAMPLE,463.94
2024-09-16,SPY_SAMPLE,466.29
2024-09-17,SPY_SAMPLE,474.4
2024-09-18,SPY_SAMPLE,475.53
2024-09-19,SPY_SAMPLE,469.33
2024-09-20,SPY_SAMPLE,462.48
2024-09-23,SPY_SAMPLE,471.12
2024-09-24,SPY_SAMPLE,480.31
2024-09-25,SPY_SAMPLE,479.53
2024-09-26,SPY_SAMPLE,477.68
2024-09-27,SPY_SAMPLE,485.59
2024-09-30,SPY_SAMPLE,479.88
2024-10-01,SPY_SAMPLE,475.35
2024-10-02,SPY_SAMPLE,478.89
2024-10-03,SPY_SAMPLE,476.98
2024-10-04,SPY_SAMPLE,477.12
2024-10-07,SPY_SAMPLE,476.43
2024-10-08,SPY_SAMPLE,478.37
2024-10-09,SPY_SAMPLE,486.0
2024-10-10,SPY_SAMPLE,486.66
2024-10-11,SPY_SAMPLE,490.29
2024-10-14,SPY_SAMPLE,479.53
2024-10-15,SPY_SAMPLE,479.44
2024-10-16,SPY_SAMPLE,475.18
2024-10-17,SPY_SAMPLE,469.01
2024-10-18,SPY_SAMPLE,464.67
2024-10-21,SPY_SAMPLE,463.12
2024-10-22,SPY_SAMPLE,467.98
2024-10-23,SPY_SAMPLE,461.36
2024-10-24,SPY_SAMPLE,461.68
2024-10-25,SPY_SAMPLE,459.39
2024-10-28,SPY_SAMPLE,457.89
2024-10-29,SPY_SAMPLE,463.13
2024-10-30,SPY_SAMPLE,466.05
2024-10-31,SPY_SAMPLE,473.12
2024-11-01,SPY_SAMPLE,472.48
2024-11-04,SPY_SAMPLE,469.04
2024-11-05,SPY_SAMPLE,468.05
2024-11-06,SPY_SAMPLE,469.47
2024-11-07,SPY_SAMPLE,470.54
2024-11-08,SPY_SAMPLE,465.13
2024-11-11,SPY_SAMPLE,465.75
2024-11-12,SPY_SAMPLE,467.09
2024-11-13,SPY_SAMPLE,480.37
2024-11-14,SPY_SAMPLE,490.56
2024-11-15,SPY_SAMPLE,486.15
2024-11-18,SPY_SAMPLE,484.79
2024-11-19,SPY_SAMPLE,477.21
2024-11-20,SPY_SAMPLE,474.29
2024-11-21,SPY_SAMPLE,476.1
2024-11-22,SPY_SAMPLE,482.63
2024-11-25,SPY_SAMPLE,478.94
2024-11-26,SPY_SAMPLE,475.67
2024-11-27,SPY_SAMPLE,464.73
2024-11-28,SPY_SAMPLE,464.06
2024-11-29,SPY_SAMPLE,458.83
2024-12-02,SPY_SAMPLE,456.33
2024-12-03,SPY_SAMPLE,452.11
2024-12-04,SPY_SAMPLE,451.8
2024-12-05,SPY_SAMPLE,443.3
2024-12-06,SPY_SAMPLE,436.36
2024-12-09,SPY_SAMPLE,446.85
2024-12-10,SPY_SAMPLE,440.72
2024-12-11,SPY_SAMPLE,435.59
2024-12-12,SPY_SAMPLE,444.64
2024-12-13,SPY_SAMPLE,459.24
2024-12-16,SPY_SAMPLE,453.51
2024-12-17,SPY_SAMPLE,451.84
2024-12-18,SPY_SAMPLE,453.7
